action	imageStyle	message	startTime	endTime	room	roomId	mapId	sessionTimeID	title	abb	description	id
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 12:15 PM	1:15 PM	MGM, Level 1, Grand Ballroom 122	2007	0	10302	Realizing the Benefits of the AWS Cloud: Confident Decision Making Based on Insights and Control	BAP201 -	To realize the benefits of the breadth and depth of services offered by the AWS Cloud, you need comprehensive visibility, contract flexibility, and full control over how your... View More	14955
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 11:30 AM	12:30 PM	MGM, Level 3, Premiere Ballroom 319	2012	0	10304	Amazon Connect Delivers Personalized Customer Experiences for Your Cloud-Based Contact Center	BAP202 -	Join us for an overview and demonstration of Amazon Connect, a self-service, cloud-based contact center based on the same technology used by Amazon customer service... View More	14902
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 10:45 AM	11:45 AM	MGM, Level 1, Grand Ballroom 113	2006	0	10305	Secure File Collaboration and Management, Simplified with Amazon WorkDocs	BAP203 -	The rate at which employees collaborate and create content continues to grow. With this, organizations are challenged to make collaboration easy, keep file management simple,... View More	14901
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 1:45 PM	2:45 PM	MGM, Level 1, Studio Ballroom	2011	0	10307	Bring the Power of AI to Contact Centers	BAP301 -	Amazon Connect is a cloud-based contact center service that allows you to create dynamic contact flows and personalized caller experiences by using their history and... View More	14921
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 5:30 PM	6:30 PM	MGM, Level 3, Premiere Ballroom 312	2003	0	10308	User Self-Service and Admin Portals for Amazon WorkSpaces	BAP302 -	You’ve successfully moved your desktops to AWS using Amazon WorkSpaces. Now, you’d like to start automating your operations. In this session, we show you how to use the... View More	14894
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 12:15 PM	1:15 PM	MGM, Level 3, Premiere Ballroom 314	2004	0	10315	How To Use AWS IoT and Amazon Connect to Drive Proactive Customer Service	BAP304 -	Learn how to use Amazon Connect with AWS IoT and AWS Lambda to proactively resolve customer issues before they occur. In this session, we show you how to configure an AWS IoT... View More	15085
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 3:15 PM	4:15 PM	MGM, Level 1, Grand Ballroom 119	2009	0	12443	Rethink Your Graphics Workstation Strategy with Amazon AppStream 2.0	BAP311 -	In this session, we explore how enterprises are rethinking their graphics workstation strategy, and moving their 3D apps to the cloud using Amazon AppStream 2.0. We discuss... View More	14887
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 3:15 PM	4:15 PM	Venetian, Level 2, Venetian F	1990	0	12327	Optimizing EC2 for Fun and Profit #bigsavings #newfeatures	CMP202 -	What if I told you that you could improve your EC2 performance and availability and save money… Interested? Want to learn how to use all the latest functionality including... View More	14602
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 1:45 PM	2:45 PM	Venetian, Level 2, Venetian Theatre	1992	0	12326	Amazon EC2 Foundations	CMP203 -	Amazon EC2 provides resizable compute capacity in the cloud and makes web scale computing easier for customers.  It offers a wide variety of compute instances is well suited... View More	14604
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 11:30 AM	12:30 PM	Venetian, Level 2, Titian 2204	1991	0	10321	How Netflix Tunes Amazon EC2 Instances for Performance	CMP204 -	At Netflix, we make the best use of Amazon EC2 instance types and features to create a high- performance cloud, achieving near bare-metal speed for our workloads. This... View More	15567
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:45 PM	2:45 PM	Venetian, Level 2, Venetian F	1990	0	10325	Getting Started with Serverless Architectures	CMP211 -	Serverless architectures let you build and deploy applications and services with infrastructure resources that require zero administration. In the past, you had to provision... View More	14609
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 11:30 AM	12:30 PM	Venetian, Level 4, Delfino 4005	1982	0	10963	Innovate Faster with Salesforce Heroku and AWS	CMP303 -	Salesforce and AWS are leading the next revolution in building engaging customer experiences. Behind every great experience is an app, and the power of the Salesforce... View More	15061
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 10:45 AM	11:45 AM	Venetian, Level 3, Murano 3203	1963	0	12387	Deep Dive on Amazon Elastic Block Store	CMP310 -	In this popular session, discover how Amazon EBS can take your application deployments on Amazon EC2 to the next level. Learn about Amazon EBS features and benefits, how to... View More	16763
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:00 PM	2:00 PM	Venetian, Level 5, Palazzo N	1987	0	11408	Easily Coordinate Microservices, Build Serverless Apps, and Automate Tasks as Visual Workflows using AWS Step Functions	CMP319 -	Do you have daily, weekly, or monthly tasks that you would like to automate? Looking to link two or more AWS Lambda functions in long-running processes? Are you building... View More	14611
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 12:15 PM	1:15 PM	Aria, Level 1, Pinyon 5	2033	0	12441	Containers on AWS - State of the Union	CON201 -	Just over four years after the first public release of Docker, and three years to the day after the launch of Amazon EC2 Container Service, the use of containers has surged... View More	14111
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 12:15 PM	1:15 PM	Aria, Level 1, Pinyon 5	2033	0	12440	Docker on AWS	CON206 -	In this session, Docker Technical Staff Member Patrick Chanezon will discuss how Finnish Rail, the national train system for Finland, is using Docker on Amazon Web Services... View More	14135
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 1:45 PM	2:45 PM	Aria, Level 3, Juniper 3	2029	0	11328	Digital Transformation:  Adapt or Perish	CON207 -	Red Hat OpenShift Containers Platform uses Kubernetes, Docker, Amazon EC2, Elastic Load Balancing, and persistent storage to provide a high performance, optimized, and... View More	15643
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 10:00 AM	11:00 AM	Aria, Level 1, Pinyon 6	2025	0	10344	Building a CICD Pipeline for Containers on AWS	CON302 -	Containers can make it easier to scale applications in the cloud, but how do you setup your CICD workflow to automatically test and deploy code to containerized apps? In this... View More	14793
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 4:45 PM	5:45 PM	Aria, Level 3, Juniper 3	2029	0	12437	Batch Processing with Containers on AWS	CON304 -	"Batch processing is useful to analyze large amounts of data. But configuring and scaling a cluster of virtual machines to process complex batch jobs can be difficult.
 
 In... View More"	14103
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 5:30 PM	6:30 PM	Aria, Level 3, Juniper 1	2028	0	10351	Advanced Patterns in Microservices Implementation with Amazon ECS	CON402 -	Scaling a microservice-based infrastructure can be challenging in terms of both technical implementation and developer workflow.  In this talk, AWS Solutions Architect Pierre... View More	14128
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:00 PM	2:00 PM	Venetian, Level 3, San Polo 3405	1980	0	11484	Amazon CloudFront Flash Talks: Best Practices on Configuring, Securing, Customizing, and Monitoring Your Distribution.	CTD301 -	In this series of technical flash talks, learn directly from Amazon CloudFront engineers about best practices on security, caching, measuring performance using Real User... View More	14278
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 5:30 PM	6:30 PM	Venetian, Level 2, Venetian E	1989	0	10374	Taking DevOps Closer to the AWS Edge	CTD401 -	Since last year’s ‘Taking DevOps to the Edge’, and with the introduction of AWS Lambda@Edge, the tools available to apply DevOps practices to your application edge have... View More	14279
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 10:00 AM	11:00 AM	Venetian, Level 3, Lido 3006	1941	0	11673	Building Serverless Video Workflows	CTD405 -	If you want to deliver videos to all consumers on all devices, building such workloads is complex, time consuming, and expensive. Now, it is fast and easy to implement... View More	15245
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 12:15 PM	1:15 PM	Venetian, Level 2, Venetian Theatre	1992	0	10381	AWS Database and Analytics State of the Union - 2017	DAT201 -	In this session, we discuss the evolution of database and analytics services in AWS, the new database and analytics services and features we launched this year, and our... View More	14160
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 4:45 PM	5:45 PM	Venetian, Level 2, Venetian Theatre	1992	0	11014	Deep Dive on Amazon Aurora MySQL	DAT301 -	Amazon Aurora MySQL is a fully managed relational database engine that combines the speed and availability of high-end commercial databases with the simplicity and... View More	14158
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 12:15 PM	1:15 PM	Venetian, Level 2, Venetian Theatre	1992	0	10384	Deep Dive on Amazon Relational Database Service (RDS)	DAT302 -	Amazon RDS allows customers to launch an optimally configured, secure and highly available database with just a few clicks. It provides cost-efficient and resizable capacity... View More	14161
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 3:15 PM	4:15 PM	Venetian, Level 2, Veronese 2405	1940	0	12510	Deep Dive and what’s new: Amazon DynamoDB	DAT304 -	Explore Amazon DynamoDB capabilities and benefits in detail and learn how to get the most out of your DynamoDB database. We go over best practices for schema design with... View More	14402
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 3:15 PM	4:15 PM	Venetian, Level 5, Palazzo P	1988	0	11013	Modern Cloud Data Warehousing:  Blending Structured and Semi-Structured Data in Real Time	DAT307 -	We're still in the midst of a data explosion. With data, we want to do things smarter, quicker, and more accurately, and working with a company like Snowflake enables us to... View More	14967
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 11:30 AM	12:30 PM	Venetian, Level 2, Venetian E	1989	0	10433	Building High Performance Apps with the AWS SDK for Java	DEV205 -	The AWS SDK for Java (Version 1.x) has been connecting JVM based applications to AWS services since 2010. However, the JVM eco-system has changed a lot in the last 7 years.... View More	14976
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 11:30 AM	12:30 PM	Venetian, Level 5, Palazzo N	1987	0	11341	A Field Guide to Monitoring on the AWS Cloud: from Lift and Shift to AWS Lambda	DEV209 -	Static applications living on long-running servers and assumptions about monitoring are becoming history on the cloud. Now, we routinely deploy a range of services, from... View More	17494
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 4:45 PM	5:45 PM	Venetian, Level 2, Venetian F	1990	0	11329	How Hubspot Got Beyond Four 9s of Availability on AWS Using SignalFx Detectors	DEV303 -	Hubspot relies on the performance of their business-critical cloud applications; any emerging issues must be addressed immediately. Running a microservices environment made... View More	14786
		Session enrollment has not yet begun.<br />	Friday, Dec 1, 9:15 AM	10:15 AM	Venetian, Level 4, Marcello 4405	1985	0	11330	Embrace DevOps and learn how to Automate Operations	DEV306 -	Managing large-scale production environments can be complex – things will go wrong and learning to operate and manage these environments is critical. From routine tasks such... View More	14432
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 4:00 PM	5:00 PM	Venetian, Level 5, Palazzo N	1987	0	10442	Using CloudTrail to enhance compliance and governance of S3	DEV311 -	As organizations move their workloads to the cloud, companies must take steps to protect and audit their private and confidential information. This session will focus on... View More	14424
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 1:45 PM	2:45 PM	Venetian, Level 4, Lando 4202	1983	0	11031	Monitoring as Code:  Getting to Monitoring-Driven Development	DEV314 -	“Infrastructure as Code” has changed not only how we think about configuring infrastructure, but about the infrastructure itself. AWS has been at the core of this movement,... View More	15380
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 2:30 PM	3:30 PM	Venetian, Level 3, San Polo 3405	1980	0	11029	GitHub to AWS Lambda: Developing, Testing, and Deploying Serverless Apps	DEV315 -	AWS Lambda has emerged as a powerful and cost-effective way for enterprises to quickly deploy services without the need to provision and manage virtual servers. This session... View More	15479
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 10:00 AM	11:00 AM	Venetian, Level 3, San Polo 3405	1980	0	11021	What Can an AWS User Group Do for You?	DVC201 -	Did you know that there are over 300 AWS User Groups worldwide?  Join this panel discussion featuring AWS community leaders from around the world, and learn the value of... View More	17120
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 1:00 PM	2:00 PM	Venetian, Level 3, San Polo 3405	1980	0	11621	Community Knowledge Sharing for AWS	DVC202 -	The Open Guide to AWS is an open source writing project, which over the past year has become one of the most popular AWS resources on the web. It’s both a written resource on... View More	17094
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 11:30 AM	12:30 PM	Venetian, Level 3, San Polo 3405	1980	0	11575	Technological Accelerants for Organizational Transformation	DVC303 -	Developers and management can seem at cross purposes when one group looks at technologies and the other looks at organizational issues. Both groups are looking for ways to... View More	17499
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 4:00 PM	5:00 PM	MGM, Level 1, Grand Ballroom 124	2008	0	11047	VMware Cloud on AWS:  A World of Unique Integrations Between VMware and AWS	ENT207 -	VMware Cloud on AWS brings VMware’s enterprise class Software-Defined Data Center software to the AWS Cloud, and enables customers to run production applications across... View More	15260
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 1:00 PM	2:00 PM	MGM, Level 1, Grand Ballroom 111	2005	0	10454	How to Get from Zero to Hundreds of AWS-Certified Engineers	ENT210 -	For many organizations, a perceived lack of cloud skills in their staff can limit their move to the cloud. Proper training of your engineers and developers can speed the pace... View More	15480
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 3:15 PM	4:15 PM	MGM, Level 1, Grand Ballroom 113	2006	0	10455	How to Assess Your Organization's Readiness to Migrate at Scale to AWS	ENT211 -	Migrating to the cloud provides an opportunity to reinvent your organization's operations and the management of your IT landscape. In this session, we discuss how to evaluate... View More	16622
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:45 PM	2:45 PM	MGM, Level 1, Grand Ballroom 113	2006	0	10459	How Encirca Services by DuPont Pioneer Exited Their Data Center in Less Than Six Months	ENT213 -	In this session, Encirca Services by DuPont Pioneer discusses how they performed a lift-and-shift migration from their on-premises data center to AWS in less than six months.... View More	16627
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 2:30 PM	3:30 PM	MGM, Level 1, Grand Ballroom 117	2010	0	11589	How Hess Has Continued to Optimize the AWS Cloud After Migrating	ENT218 -	Hess Corporation is a leading global independent energy company engaged in exploration for and production of crude oil and natural gas. Early in Hess's journey to the cloud,... View More	16628
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 1:45 PM	2:45 PM	MGM, Level 3, Premiere Ballroom 314	2004	0	11613	Accelerate Value from Your Big Data, Predictive Analytics, and IoT Initiatives with 1/10th the Effort (Session 2)	ENT219 -	Many organizations are awash in different types of data yet struggle to rapidly use these assets to optimize operations and benefit customers. This session explores best... View More	16785
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 11:30 AM	12:30 PM	MGM, Level 1, Grand Ballroom 111	2005	0	11558	How to Successfully Exploit the Power of the Matrix	ENT225 -	Leading Edge Forums (LEF) has labelled the synergistic combination of cloud computing and machine intelligence (MI) as ‘the Matrix’: the combination of cloud services such as... View More	15238
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:45 PM	5:45 PM	MGM, Level 1, Grand Ballroom 113	2006	0	10456	Real-World AI and Deep Learning for the Enterprise	ENT301 -	Artificial Intelligence is here this time, to stay. For the Enterprise, AI materializes into solutions that improve customers' experiences by optimizing, automating, and... View More	14236
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 10:00 AM	11:00 AM	MGM, Level 1, Grand Ballroom 111	2005	0	11423	Optimizing Costs as You Scale on AWS	ENT302 -	The cloud offers a first-in-a-career-opportunity to constantly optimize your costs as you grow and stay on the bleeding edge of innovation. By developing a cost-conscious... View More	14490
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 1:45 PM	2:45 PM	MGM, Level 1, Grand Ballroom 119	2009	0	10461	VMware Cloud on AWS Technical Deep Dive	ENT303 -	VMWare Cloud on AWS allows your teams to migrate existing assets to the AWS Cloud quickly by using tools you are already familiar with. VMware Cloud on AWS brings VMware’s... View More	14944
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 12:15 PM	1:15 PM	MGM, Level 1, Grand Ballroom 113	2006	0	10457	Landing Zones: Creating a Foundation for Your AWS Migrations	ENT315 -	When migrating lots of applications to the AWS Cloud, it’s important to architect cloud environments that are efficient, secure, and compliant.  Landing zones are a... View More	14493
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 2:30 PM	3:30 PM	MGM, Level 3, Premiere Ballroom 312	2003	0	11563	Keeping Pace With The Cloud:  Managing and Optimizing as You Scale	ENT316 -	With cloud maturity comes operational efficiencies and endless potential for innovation and business growth. It is critical to have a well-thought-out strategy for governing... View More	16173
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 11:30 AM	12:30 PM	MGM, Level 3, Premiere Ballroom 312	2003	0	11336	Fitch Ratings: Migrating to the Cloud to Transform Business Services Delivery	ENT317 -	This session is aimed at those who want to learn how a large enterprise organization adapted their teams, tooling, and methodology to successfully migrate and operate... View More	14779
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 2:30 PM	3:30 PM	MGM, Level 1, Grand Ballroom 117	2010	0	10466	Accelerating Your Portfolio Migration to AWS Using AWS Migration Hub	ENT321 -	When migrating a large number of workloads to AWS, tracking progress across the various applications and services involved can distract your team from core migration... View More	14487
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 1:00 PM	2:00 PM	MGM, Level 3, Premiere Ballroom 312	2003	0	10467	Enabling Governance, Compliance, and Operational and Risk Auditing with AWS Management Tools	ENT323 -	In this session, learn how you can enable governance, compliance, and operational and risk auditing of your AWS account through a combination of continuous monitoring,... View More	14945
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 4:45 PM	5:45 PM	MGM, Level 3, Premiere Ballroom 314	2004	0	10476	Migrating Your Microsoft Applications to AWS	ENT325 -	When you plan your data center migration to the cloud, it's critical to consider how workloads will run to ensure maximum performance and availability. With Microsoft... View More	14950
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 4:45 PM	5:45 PM	MGM, Level 3, Premiere Ballroom 316	2013	0	10464	Oracle Enterprise Solutions on AWS	ENT326 -	Oracle enterprise applications and middleware such as E-Business Suite, PeopleSoft, Siebel, and WebLogic are central to many IT departments. They often require complex... View More	14951
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 5:30 PM	6:30 PM	MGM, Level 1, Grand Ballroom 117	2010	0	10472	End-User Computing on AWS with Amazon AppStream 2.0 and Amazon WorkSpaces	ENT329 -	IT organizations today need to support a modern, flexible, global workforce and ensure their users can be productive from anywhere. Moving desktops and applications to AWS... View More	16413
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 2:30 PM	3:30 PM	MGM, Level 3, Premiere Ballroom 319	2012	0	11437	From Mainframe to Microservices: Vanguard’s Move to the Cloud	ENT331 -	Maintaining control of sensitive data is critical in the highly regulated financial investments environment that Vanguard operates in. This need for data control complicated... View More	16629
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 4:00 PM	5:00 PM	MGM, Level 3, Premiere Ballroom 319	2012	0	10470	Getting Started with Serverless Computing Using AWS Lambda	ENT332 -	With serverless computing, you can build and run applications without the need for provisioning or managing servers. Serverless computing means that you can build web,... View More	16631
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 3:15 PM	4:15 PM	MGM, Level 1, Grand Ballroom 113	2006	0	11048	How Amazon Scales Its Infrastructure to Handle Billions of Transactions on Prime Day	ENT337 -	Prime Day is Amazon's global shopping event exclusively for Amazon Prime members, offering great deals, events, and exclusive content. Running an event of this magnitude on... View More	14506
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:00 PM	5:00 PM	Venetian, Level 3, Lido 3006	1941	0	10152	Data Ingestion at Seismic Scale: Best practices for processing petabyte scale HPC workloads in the cloud	EUT302 -	With geoseismic datasets that are petabytes in size and growing, finding tomorrow's energy is increasingly data and compute intensive. Hess Corporation, a global energy... View More	14599
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 1:00 PM	2:00 PM	Venetian, Level 2, Titian 2204	1991	0	10488	Building Queryable Archives and Data Lakes for Financial Services	FSV303 -	Financial institutions today must manage multiple data types from a wide variety of sources. Among these various data types, archive data presents a particular challenge: it... View More	14482
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 11:30 AM	12:30 PM	Venetian, Level 2, Titian 2204	1991	0	10490	Optimizing Payments Collections with Containers and Machine Learning	FSV305 -	The Bank of Nova Scotia is using deep learning to improve the way it manages payments collections for its millions of credit card customers. In this session, we will show how... View More	14570
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 10:00 AM	11:00 AM	Venetian, Level 5, Palazzo N	1987	0	10492	Migrating the League of Legends Platform into the AWS Cloud	GAM301 -	For years, Riot Games deployed to their own private data centers across the globe to meet the growing demands of their game, League of Legends. The last seven years saw... View More	14475
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 1:00 PM	2:00 PM	Venetian, Level 5, Palazzo N	1987	0	10494	Migrating Battleborn and the Spark platform to Amazon GameLift for Multiplayer Game Servers	GAM303 -	"Learn how Gearbox integrated Amazon GameLift into ""Spark"", the cloud-ready infrastructure that powers all of their games. In this session, Gearbox talks about the mental... View More"	15000
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:00 PM	5:00 PM	Venetian, Level 5, Palazzo N	1987	0	10496	Automating Mother Nature: How Nexon Used AWS Services to Algorithmically Create and Manage an In-Game Ecosystem	GAM305 -	Given the complexity and scale of contemporary games, it’s been a dream of game creators to algorithmically generate game content. Nexon wanted to create a large-scale,... View More	15629
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 2:30 PM	3:30 PM	Venetian, Level 5, Palazzo N	1987	0	10497	Building a Lake of Wisdom	GAM306 -	Learn how Rovio fully replaced their analytics pipeline in five weeks with Amazon Athena, Amazon EMR, and Amazon Redshift. In the ever changing world of games, you must stay... View More	15838
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 1:45 PM	2:45 PM	Venetian, Level 2, Venetian F	1990	0	10498	Ubisoft: How For Honor Runs Using Amazon ECS	GAM307 -	This session covers how the team at Ubisoft evolved For Honor's infrastructure using Amazon ECS and supporting systems (Amazon CloudFront, Amazon ElastiCache, Amazon... View More	16317
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 2:30 PM	3:30 PM	MGM, Level 1, Grand Ballroom 124	2008	0	12259	GPS: Artificial Intelligence, Machine Learning, Deep Learning: Cutting through the Hype	GPSBUS201 -	In this session, we provide an overview of the artificial intelligence/machine learning landscape, discuss the current state of the industry, and identify new market... View More	15099
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 3:15 PM	4:15 PM	MGM, Level 3, Premiere Ballroom 314	2004	0	10726	GPS: Driving Customer Value with Big Data Analytics	GPSBUS202 -	As individuals and commerce move online, companies have unprecedented access to data to improve customer experience and take advantage of new market opportunities. However,... View More	15100
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 4:00 PM	5:00 PM	MGM, Level 1, Grand Ballroom 111	2005	0	11248	GPS: AWS Partner Network 2018 and Beyond: Building Successful AWS Practices and Solutions	GPSBUS203 -	Join this session to learn more about the AWS Partner Network revisions for 2018, and actions you should take to prepare for the upcoming changes.	15101
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 3:15 PM	4:15 PM	MGM, Level 1, Grand Ballroom 122	2007	0	10765	GPS: Building a Profitable Next-Generation AWS MSP Practice	GPSBUS204 -	Join us in this session to learn more about the evolving landscape for AWS Partners capable of providing a full lifecycle experience for their customers, from plan and design... View More	15102
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:45 PM	2:45 PM	MGM, Level 3, Premiere Ballroom 314	2004	0	10738	GPS: Windows Upgrades: Hamster Wheel or Work Space Transformation Opportunity for APN Partners	GPSBUS207 -	"The availability of the latest Windows upgrades is intersecting with the ""Cloud as the New Normal"" market trend, forcing customers to face a crossroad in how best to deliver... View More"	15105
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 11:30 AM	12:30 PM	MGM, Level 1, Grand Ballroom 111	2005	0	10824	GPS: Customer Insights: Are DevOps Transformation and Workload Mobility Always Better Together?	GPSBUS208 -	It’s not always straightforward for our customers to transform their DevOps while they migrate their workloads into AWS. We’ve analyzed hundreds of cloud projects for our... View More	15106
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 4:45 PM	5:45 PM	MGM, Level 1, Grand Ballroom 122	2007	0	10771	GPS: Cloud-Based Regtech Solutions on AWS	GPSBUS209 -	With recent reports that banks face a regulatory change every 12 minutes, it’s no wonder firms increasingly look to automate compliance and reduce operational risk. By... View More	15107
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 4:00 PM	5:00 PM	MGM, Level 3, Premiere Ballroom 312	2003	0	10745	GPS: Key Considerations for Cloud Procurement in the Public Sector	GPSBUS214 -	Interested in understanding best practices for cloud procurement in the public sector? We cover how AWS partners can guide and educate public sector organizations to... View More	15112
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 2:30 PM	3:30 PM	MGM, Level 1, Grand Ballroom 111	2005	0	10769	GPS: Maximize Innovation and Agility by Building Your SaaS Solution on AWS	GPSBUS215 -	Partners increasingly look to a Software as a Service (SaaS) delivery model for products to respond to customer demand, improve operational efficiency, increase agility, and... View More	15113
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 11:30 AM	12:30 PM	MGM, Level 1, Grand Ballroom 124	2008	0	10774	GPS: Applying AI/ML to Find Security Needles in the Haystack	GPSBUS216 -	Security is about visibility and control. It starts with getting visibility (collecting as much data as possible about your environment), then deciding what is worth alarming... View More	15114
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 5:30 PM	6:30 PM	MGM, Level 1, Grand Ballroom 111	2005	0	10766	GPS: Get AWS Certified: Using AWS Certification as a Tool for Your Success	GPSBUS219 -	AWS Certification builds personal and partner credibility and provides value to customer engagements. Partners earn multiple AWS certifications to differentiate themselves,... View More	15117
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 3:15 PM	4:15 PM	MGM, Level 3, Premiere Ballroom 314	2004	0	10746	GPS: Refactor and Replatform .NET Apps to Use the Latest Microsoft SQL Server Release on AWS and Beyond	GPSBUS220 -	Developers and architects migrating Microsoft enterprise applications to AWS can leverage new tools and services to implement DevOps best practices identified and developed... View More	15118
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:45 PM	5:45 PM	MGM, Level 3, Premiere Ballroom 314	2004	0	10747	GPS: Breaking Barriers: Move Enterprise SAP Customers to SAP HANA on AWS in Record Speed	GPSBUS221 -	Migrating mission-critical SAP workloads to AWS allows enterprises to realize business benefits quickly and securely without a significant upfront investment. Today,... View More	15119
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 4:45 PM	5:45 PM	MGM, Level 3, Premiere Ballroom 314	2004	0	10775	GPS: SAP on AWS: Big Businesses, Big Workloads, Big Time	GPSBUS222 -	Learn how SAP customers are running mission-critical workloads on AWS. An amazing number of enterprise customers are moving their entire SAP landscapes, including production... View More	15120
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:00 PM	2:00 PM	MGM, Level 1, Grand Ballroom 111	2005	0	10826	GPS: Starting Out with the AWS Partner Network	GPSBUS223 -	Join this session to learn why you should join the AWS Partner Network (APN). Hear best practices to take advantage of all that the APN has to offer.	15121
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:00 PM	5:00 PM	MGM, Level 3, Premiere Ballroom 319	2012	0	10852	GPS: Transforming Industries with AWS Artificial Intelligence	GPSTEC301 -	Explore the ways that partners have transformed various industries with AWS AI, diving deep into architectural patterns, use cases, and best practices.	15124
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:45 PM	5:45 PM	MGM, Level 1, Grand Ballroom 119	2009	0	10837	GPS: Anti-Patterns: Learning from Failure	GPSTEC302 -	"How does a practice become a ""best"" practice? How does a pattern become an ""anti"" pattern? As always, experience is the best teacher. As Partner Solution Architects, we... View More"	15125
